pathway,from_region,to_region,from_country,to_country,max_flow,max_counter_flow,voltage,distance,year_planned,source_1,source_2,assumptions,other_notes
TRNUSAAZUSASR,USAAZ,USASR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAAZUSATP,USAAZ,USATP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAAZUSAWC,USAAZ,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAAZUSAWM,USAAZ,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABAUSABP,USABA,USABP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABAUSACI,USABA,USACI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABAUSANE,USABA,USANE,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABAUSATI,USABA,USATI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSACH,USABP,USACH,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSACI,USABP,USACI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSADO,USABP,USADO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSAGC,USABP,USAGC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSAGD,USABP,USAGD,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSAIP,USABP,USAIP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSALD,USABP,USALD,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSANE,USABP,USANE,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSANW,USABP,USANW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSAPG,USABP,USAPG,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSAPI,USABP,USAPI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSAPW,USABP,USAPW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSASL,USABP,USASL,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSABPUSATR,USABP,USATR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACEUSADU,USACE,USADU,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACEUSAPJ,USACE,USAPJ,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf ,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,No indicated planned interconnections from CPLE (Duke Energy Progress) to PJM.
TRNUSACEUSASC,USACE,USASC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACEUSASG,USACE,USASG,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACEUSAYA,USACE,USAYA,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACHUSADO,USACH,USADO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACHUSAGC,USACH,USAGC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACHUSAPI,USACH,USAPI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACIUSAII,USACI,USAII,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACIUSALD,USACI,USALD,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACIUSANE,USACI,USANE,USA,USA,1500,1500,500,79,2027,https://www.transwestexpress.net/about/docs/TransWest-Express-Route-Overview-033121.pdf,https://www.power-technology.com/projects/transwest-express-transmission-project-usa/?cf-view,Distance for planned capacity is converted from miles into km.,This corresponds to the Nevada Power Company to the Southern California Edison (CAISO) Section of the TransWest Express transmission project.
TRNUSACIUSAPW,USACI,USAPW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACIUSASR,USACI,USASR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACIUSATI,USACI,USATI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACIUSAWC,USACI,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACWUSADU,USACW,USADU,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,"Duke Energy Progress West (CPLW) to Duke Energy Carolinas (DUK). There is overlap between service being provided by Duke Energy Progress West (CPLW) and Duke Energy Carolinas (DUK) in some western North Carolina counties. Craggy Enka is a project that is upgrading existing transmission infrastructure that might connect both Balancing Authorities, but there is no information confirming that it is transferring electricity between these balancing authorities."
TRNUSACWUSAPJ,USACW,USAPJ,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSACWUSATV,USACW,USATV,USA,USA,0,0,-,-,-,https://www.tva.com/energy/transmission/transmission-projects/appalachia-area-improvement-tennessee-and-north-carolina,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,Neither the TVA source or Duke Energy website indicate that new transmission projects will connect between these balancing authorities.
TRNUSADEUSASR,USADE,USASR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSADOUSAGC,USADO,USAGC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSADOUSAPI,USADO,USAPI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSADUUSAPJ,USADU,USAPJ,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSADUUSASA,USADU,USASA,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSADUUSASC,USADU,USASC,USA,USA,0,0,-,-,-,http://www.oasis.oati.com/woa/docs/SC/SCdocs/SanteeCooper_2023_DISIS_Phase_1_Report_Final.pdf,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,"Santee Cooper document indicates that Duke Energy regions might be affected by new interconnections, but these projects are not marked as specific interconnections between the different balancing authorities."
TRNUSADUUSASG,USADU,USASG,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSADUUSASO,USADU,USASO,USA,USA,0,0,-,-,-,https://georgiarecorder.com/2023/08/28/federal-state-regulators-prod-utilities-to-consider-technology-for-grid-upgrade/,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSADUUSATV,USADU,USATV,USA,USA,0,0,-,-,-,https://www.tva.com/energy/transmission/transmission-projects/appalachia-area-improvement-tennessee-and-north-carolina,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSADUUSAYA,USADU,USAYA,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAEPUSAER,USAEP,USAER,USA,USA,1500,1500,525,451,2029,https://www.ercot.com/files/docs/2022/07/15/Pecos%20West%20Intertie%20ERCOT%20RPG%2020220719.pdf,https://pecoswest.com/,Distance for planned transmission line was provided in miles and has been converted to kilometers.,"The Pecos West interconnection is a proposed HVDC from the El Paso Electric Company to Bakersfield, TX (ERCOT)"
TRNUSAEPUSAPN,USAEP,USAPN,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAEPUSASW,USAEP,USASW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAEPUSATP,USAEP,USATP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAERUSAMI,USAER,USAMI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAERUSAPN,USAER,USAPN,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAERUSASP,USAER,USASP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAERUSASW,USAER,USASW,USA,USA,0,0,-,-,-,https://www.wfaa.com/article/news/local/plans-connect-ercot-power-grid-other-states-draw-new-attention/287-6d3f07fa-b991-46a6-a291-ca2ea528dda7,-,-,Article indicates that there are no concrete plans for planned interconnections from ERCOT to SWPP.
TRNUSAERUSATV,USAER,USATV,USA,USA,3000,3000,525,615,2029,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,https://patternenergy.com/projects/southern-spirit-transmission/,Distance for planned transmission line was provided in miles and has been converted to kilometers.,"The planned capacity consists of the Southern Spirit Transmission line, which the website states will begin in Garland, Texas (within ERCOT) and ends in Choctaw County, Mississippi, which is part of the service area of Tennessee Valley Authority (TVA) (https://choctawcountypartnership.com/utilities/)."
TRNUSAFCUSAFL,USAFC,USAFL,USA,USA,0,0,-,-,-,https://guidetogreatergainesville.com/wp-content/uploads/2016/01/Florida-Electric-Territories-Maps.pdf,https://www.floridapsc.com/pscfiles/website-files/PDF/Publications/Reports/General/FactsAndFigures/March%202015.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAFCUSAFM,USAFC,USAFM,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://www.ouc.com/resiliencyconnection,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAFCUSAGV,USAFC,USAGV,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://www.gru.com/Portals/0/2022%20updates/GRU%202022%20TYSP.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAFCUSASM,USAFC,USASM,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://www.floridapsc.com/pscfiles/website-files/PDF/Utilities/Electricgas/TenYearSitePlans/2022/Seminole%20Electric%20Cooperative.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAFCUSASO,USAFC,USASO,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAFCUSATA,USAFC,USATA,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://www.talgov.com/Uploads/Public/Documents/you/tysp_cotu.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy. Tallahassee document indicates that only transmission lines within the city are planned.
TRNUSAFCUSATC,USAFC,USATC,USA,USA,0,0,-,-,-,https://www.duke-energy.com/our-company/about-us/electric-transmission-projects,https://www.floridapsc.com/pscfiles/website-files/PDF/Utilities/Electricgas/TenYearSitePlans/2023/Tampa%20Electric%20Company.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the website of Duke Energy.
TRNUSAFLUSAFM,USAFL,USAFM,USA,USA,0,0,-,-,-,https://www.investor.nexteraenergy.com/~/media/Files/N/NEE-IR/investor-materials/supplemental-resources/florida-power-and-light/FPL_TYSP_2023.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFLUSAGV,USAFL,USAGV,USA,USA,0,0,-,-,-,https://www.investor.nexteraenergy.com/~/media/Files/N/NEE-IR/investor-materials/supplemental-resources/florida-power-and-light/FPL_TYSP_2023.pdf,https://www.gru.com/AboutGRU/Content/TransitionPlan.aspx,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFLUSAHS,USAFL,USAHS,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFLUSAJE,USAFL,USAJE,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFLUSASM,USAFL,USASM,USA,USA,0,0,-,-,-,https://www.floridapsc.com/pscfiles/website-files/PDF/Utilities/Electricgas/TenYearSitePlans/2022/Seminole%20Electric%20Cooperative.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFLUSASO,USAFL,USASO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFLUSATC,USAFL,USATC,USA,USA,0,0,-,-,-,https://www.investor.nexteraenergy.com/~/media/Files/N/NEE-IR/investor-materials/supplemental-resources/florida-power-and-light/FPL_TYSP_2023.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFMUSAJE,USAFM,USAJE,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAFMUSATC,USAFM,USATC,USA,USA,0,0,-,-,-,https://www.floridapsc.com/pscfiles/website-files/PDF/Utilities/Electricgas/TenYearSitePlans/2023/Orlando%20Utilities%20Commission.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGCUSAPI,USAGC,USAPI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGCUSAPW,USAGC,USAPW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGDUSAPN,USAGD,USAPN,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGDUSASR,USAGD,USASR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGFUSAWC,USAGF,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGLUSALG,USAGL,USALG,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGLUSAMI,USAGL,USAMI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAGWUSANW,USAGW,USANW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAHGUSASR,USAHG,USASR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAHGUSAWC,USAHG,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAIIUSAWC,USAII,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAIPUSANE,USAIP,USANE,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAIPUSANW,USAIP,USANW,USA,USA,1000,1000,500,442.57,2027,https://www.caiso.com/Documents/DecisiononSouthwestIntertieProjectNorth-Presentation-Dec2023.pdf,https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M353/K226/353226801.PDF,Distance for planned capacity is converted from miles into km.,Planned capacity relates to the SWIP North transmission project. The project is near construction ready and planned to enter in operation late 2027.
TRNUSAIPUSAPE,USAIP,USAPE,USA,USA,765,765,500/230,1609,2028,https://www.pacificorp.com/transmission/transmission-projects/energy-gateway/gateway-west.html,https://www.blm.gov/press-release/blm-approves-segments-gateway-west-transmission-line-wyoming,Distance for planned capacity is converted from miles into km. We assume that the reported 765 MW of renewable integration that the Gateway West transmission project facilitates equals the net transfer capacity of the project along all sections of the line. Section D3 of the project (see Pacificorp website) is assumed to be the last section of the line that is required to be completed to facilitate exchange between both balancing authorities hence the planned completion year for this project is assumed to be 2028.,Planned capacity relates to the Gateway West transmission project. It consists of multiple sections of 500 kv and 230 kv transmission lines.
TRNUSAIPUSAPW,USAIP,USAPW,USA,USA,1000,1000,500,466,2026,https://www.idahopower.com/energy-environment/energy/planning-and-electrical-projects/current-projects/boardman-to-hemingway/purpose-and-need/,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,Distance for planned transmission line was provided in miles and has been converted to kilometers.,Planned capacity relates to Boardman to Hemingway transmission project. Project is expected to enter service in 2026.
TRNUSAISUSANY,USAIS,USANY,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
